"Date","Ozone","AQI","Temp"
2021-11-14,0.05,46,70.5
2021-11-15,0.063,77,69.5
2021-11-16,0.053,49,60.5
2021-11-17,0.046,43,56
2021-11-18,0.049,45,57.5
2021-11-19,0.039,36,56.5
2021-11-20,0.049,45,54.5
2021-11-21,0.05,46,67.5
2021-11-22,0.047,44,67
2021-11-23,0.042,39,57.5
2021-11-24,0.049,45,55.5
2021-11-25,0.05,46,56.5
2021-11-26,0.05,46,61
2021-11-27,0.053,49,61
2021-11-28,0.054,50,62.5
2021-11-30,0.051,47,63.5
2021-12-01,0.052,48,66.5
2021-12-02,0.05,46,60
2021-12-04,0.049,45,53.5
2021-12-05,0.049,45,53.5
2021-12-06,0.053,49,60.5
2021-12-07,0.035,32,49.5
2021-12-08,0.043,40,54
2021-12-09,0.042,39,49
2021-12-10,0.041,38,47.5
2021-12-11,0.045,42,49
2021-12-12,0.047,44,49
2021-12-13,0.043,40,46
2021-12-14,0.044,41,46.5
2021-12-16,0.039,36,43.5
2021-12-18,0.046,43,49
2021-12-19,0.048,44,49.5
2021-12-20,0.046,43,50
2021-12-21,0.044,41,57
2021-12-22,0.041,38,56.5
2021-12-23,0.04,37,56.5
2021-12-24,0.044,41,50.5
2021-12-25,0.044,41,48.5
2021-12-26,0.044,41,44.5
2021-12-27,0.044,41,41
2021-12-28,0.043,40,44
2021-12-29,0.041,38,46
2021-12-30,0.041,38,53.5
