"Date","Ozone","AQI","Temp","NO2","PM2.5","CO"
2020-11-14,0.045,42,55,12,12.1,0.8
2020-11-15,0.046,43,62,8,-0.1,0.9
2020-11-16,0.045,42,71,15,0.2,1
2020-11-17,0.0415,38.5,65.5,15.5,2.5,0.9
2020-11-18,0.03975,36.75,62.75,15.75,3.65,0.85
2020-11-19,0.038,35,60,16,4.8,0.8
2020-11-20,0.0475,46.5,61.5,15,6.7,0.95
2020-11-21,0.05225,52.25,62.25,14.5,7.65,1.025
2020-11-22,0.057,58,63,14,8.6,1.1
2020-11-23,0.043,40,52.5,16,16.3,0.8
2020-11-24,0.042,39,53,13,8.2,0.7
2020-11-25,0.045,42,52.5,15,7.6,0.8
2020-11-26,0.048,44,51.5,8,17.9,0.7
2020-11-27,0.039,36,51,9,-0.7,0.7
2020-11-28,0.044,41,52.5,5,0.4,0.9
2020-11-29,0.047,44,56.5,7,8.6,0.9
2020-11-30,0.04,37,59.5,9,-0.9,0.9
2020-12-01,0.0425,39.5,56.75,9.5,5.5,0.9
2020-12-02,0.04375,40.75,55.375,9.75,8.7,0.9
2020-12-03,0.044375,41.375,54.6875,9.875,10.3,0.9
2020-12-04,0.0446875,41.6875,54.34375,9.9375,11.1,0.9
2020-12-05,0.045,42,54,10,11.9,0.9
2020-12-06,0.048,44,57,12,1.7,1
2020-12-07,0.043,40,57.5,10,-0.4,1
2020-12-08,0.044,41,54,9.5,2,0.85
2020-12-09,0.0445,41.5,52.25,9.25,3.2,0.775
2020-12-10,0.045,42,50.5,9,4.4,0.7
2020-12-11,0.043,40,48.5,16,12.3,0.7
2020-12-12,0.042,39,48,10,5.1,0.9
2020-12-13,0.044,41,52,7,1.9,0.9
2020-12-14,0.04,37,48,8,11.2,0.7
2020-12-15,0.043,40,51,9,1.3,0.9
2020-12-16,0.0415,38.5,49.75,10.5,4.65,0.85
2020-12-17,0.04,37,48.5,12,8,0.8
2020-12-18,0.043,40,51.5,9,1.3,0.9
2020-12-19,0.048,44,53,8,0.2,1
2020-12-20,0.049,45,58.5,10,6.5,1.3
2020-12-21,0.046,43,60.5,15,0.4,1.1
2020-12-22,0.048,44,58.5,15,2.5,0.9
2020-12-23,0.047,44,55.5,9,15.5,0.8
2020-12-24,0.039,36,51,8,0,0.7
2020-12-25,0.045,42,57,5,0.6,0.8
2020-12-26,0.048,44,55.5,9,11.5,0.8
2020-12-27,0.039,36,50,9,4.8,0.5
2020-12-28,0.041,38,46.5,6,1.6,0.4
2020-12-29,0.04,37,46.5,9,6.4,0.9
2020-12-30,0.04,37,48.5,10,0.2,0.8
2020-12-31,0.041,38,49,8.5,7.95,0.8
2021-01-01,0.042,39,49.5,7,15.7,0.8
2021-01-02,0.045,42,49.5,10,3,0.7
2021-01-03,0.045,42,49.5,8,4.8,0.8
2021-01-04,0.043,40,52.5,11,16.2,0.7
2021-01-05,0.043,40,52,14,5.4,0.8
2021-01-06,0.042,39,53.5,20,3.1,0.9
2021-01-07,0.042,39,59,27,18.6,1
2021-01-08,0.048,44,55.5,18,5.7,0.9
2021-01-09,0.05,46,55,12,3.7,1
2021-01-10,0.045,42,54.5,7,8.7,0.9
2021-01-11,0.045,42,55.5,7,0.4,0.8
2021-01-12,0.049,45,54,11,0.1,0.8
2021-01-13,0.046,43,55.5,15,8.9,0.9
2021-01-14,0.043,40,63.5,7,-1.2,0.9
2021-01-15,0.047,44,67.5,11,-0.6,0.9
2021-01-16,0.055,51,67.5,17,10.4,1.3
2021-01-17,0.048,44,67,13,0.9,1.2
2021-01-18,0.047,44,63.5,17,3.1,0.8
2021-01-19,0.043,40,52.5,7,7.2,0.6
2021-01-20,0.039,36,53.5,3,0.5,0.3
2021-01-21,0.039,36,56.5,10,2.8,0.7
2021-01-22,0.039,36,49.5,9,9.6,0.6
2021-01-23,0.037,34,45.5,7,0.2,0.5
2021-01-24,0.039,36,44,4,0.3,0.6
2021-01-25,0.041,38,43,8,0.9,0.6
2021-01-26,0.043,40,42,12,1.5,0.6
2021-01-27,0.044,41,45,14,1.8,0.7
2021-01-28,0.043,40,47.5,13,7.2,0.6
2021-01-29,0.04,37,47,5,3,0.4
2021-01-30,0.044,41,47,6,4.2,0.8
2021-01-31,0.043,40,50.5,14,6.7,0.9
2021-02-01,0.031,29,52.5,18,8.2,0.9
2021-02-02,0.036,33,62,14,7.4,0.9
2021-02-03,0.041,38,57,15,7.1,0.7
2021-02-04,0.046,43,51,13,8.4,0.6
2021-02-05,0.052,48,53.5,12,9.2,0.6
2021-02-06,0.057,58,57.5,9,11.1,0.9
2021-02-07,0.063,77,56.5,13,10,0.9
2021-02-08,0.05,46,53.5,17,12.5,0.8
2021-02-09,0.043,40,48.5,10,13,0.6
2021-02-10,0.046,43,49.5,12,8.5,0.6
2021-02-11,0.05,46,54,10,6.3,0.7
2021-02-12,0.039,36,47,8,7.9,0.7
2021-02-13,0.041,38,48,11,2.6,0.7
2021-02-14,0.045,42,51,4,2.2,0.6
2021-02-15,0.043,40,48.5,7,11.5,0.6
2021-02-16,0.043,40,49,6,2.1,0.5
2021-02-17,0.05,46,49.5,11,6.1,0.6
2021-02-18,0.046,43,52,9,5.5,0.6
2021-02-19,0.052,48,54.5,14,0.5,0.8
2021-02-20,0.048,44,51,8,4.2,0.9
2021-02-21,0.048,44,55,7,5.6,0.6
2021-02-22,0.047,44,62.5,9,-0.1,0.6
2021-02-23,0.058,61,61,17,1.4,0.8
2021-02-24,0.061,71,59,12,9.8,0.6
2021-02-25,0.053,49,56.5,10,8,0.7
2021-02-26,0.06,67,56.5,15,7.4,0.8
2021-02-27,0.062,74,52.5,9,15.7,0.8
2021-02-28,0.049,45,55.5,3,2.7,0.6
2021-03-01,0.05,46,55,9,1.7,0.6
2021-03-02,0.054,50,56,10,6.2,0.7
2021-03-03,0.046,43,48,6,1.9,0.7
2021-03-04,0.051,47,52,10,1.6,0.6
2021-03-05,0.054,50,59.5,16,8.2,1
2021-03-06,0.051,47,54.5,6,4.7,0.7
2021-03-07,0.047,44,51.5,5,4.2,0.5
2021-03-08,0.052,48,54.5,3,6.7,0.5
2021-03-09,0.047,44,50.5,6,3.3,0.5
2021-03-10,0.046,43,46.5,4,2.2,0.5
2021-03-11,0.048,44,46.5,5,3,0.5
2021-03-12,0.047,44,43.5,6,-0.1,0.5
2021-03-13,0.044,41,46,4,4.3,0.6
2021-03-14,0.05,46,51,3,10.4,0.5
2021-03-15,0.044,41,45.5,4,1.6,0.4
2021-03-16,0.048,44,46.5,12,3.6,0.5
2021-03-17,0.052,48,49.5,11,7.4,0.5
2021-03-18,0.057,58,52,8,4.5,0.5
2021-03-19,0.057,58,57.5,13,3.7,0.7
2021-03-20,0.045,42,57,6,4.7,0.6
2021-03-21,0.052,48,49.5,4,5.2,0.6
2021-03-22,0.054,50,52.5,10,4.4,0.5
2021-03-23,0.047,44,51,6,9.6,0.4
2021-03-24,0.053,49,52,7,5.4,0.6
2021-03-25,0.047,44,46.5,17,2.9,0.5
2021-03-26,0.047,44,51,4,5.1,0.6
2021-03-27,0.051,47,57.5,5,1.8,0.8
2021-03-28,0.059,64,65,5,1.5,0.9
2021-03-29,0.061,71,65.5,12,10.7,0.8
2021-03-30,0.061,71,59,18,8.9,0.6
2021-03-31,0.063,77,67.5,1,4.4,0.6
2021-04-01,0.067,90,70.5,15,9,0.8
2021-04-02,0.068,93,61,12,9.6,0.6
2021-04-03,0.061,71,63,11,8.5,0.6
2021-04-04,0.051,47,65,8,12.5,0.7
2021-04-05,0.047,44,62,11,4.5,0.6
2021-04-06,0.054,50,59,10,7.3,0.5
2021-04-07,0.06,67,66,9,13.4,0.6
2021-04-08,0.058,61,63.5,8,8.5,0.6
2021-04-09,0.065,84,61,10,10.4,0.6
2021-04-10,0.064,80,63.5,6,17.8,0.6
2021-04-11,0.064,80,60,6,12.4,0.5
2021-04-12,0.058,61,61,5,10.4,0.5
2021-04-13,0.058,61,58.25,4.5,8.9,0.5
2021-04-14,0.058,61,55.5,4,7.4,0.5
2021-04-15,0.057,58,53.5,8,6.6,0.5
2021-04-16,0.061,71,58,19,12.5,0.6
2021-04-17,0.061,71,58.5,9,9.8,0.6
2021-04-18,0.062,74,65,4,1.1,0.7
2021-04-19,0.066,87,68.5,7,3,0.6
2021-04-20,0.055,64,61.75,5.5,3.25,0.55
2021-04-21,0.0495,52.5,58.375,4.75,3.375,0.525
2021-04-22,0.04675,46.75,56.6875,4.375,3.4375,0.5125
2021-04-23,0.044,41,55,4,3.5,0.5
2021-04-24,0.054,50,56,6,4.8,0.5
2021-04-25,0.046,43,58.5,5,6.1,0.5
2021-04-26,0.043,40,50.5,3,1.1,0.4
2021-04-27,0.047,44,52,6,1.4,0.5
2021-04-28,0.056,64,60.75,6,1.45,0.65
2021-04-29,0.065,84,69.5,6,1.5,0.8
2021-04-30,0.075,115,76.5,9,2.8,0.8
2021-05-01,0.06,67,68.5,11,10.6,0.7
2021-05-02,0.038,35,55.5,3,3.7,0.4
2021-05-03,0.054,50,65,9,6.8,0.5
2021-05-04,0.068,93,66.5,12,8.6,0.6
2021-05-05,0.067,90,71,14,8.8,0.7
2021-05-06,0.061,71,64,12,10,0.5
2021-05-07,0.059,64,63,5,8.2,0.5
2021-05-08,0.061,71,61.5,5,8.2,0.5
2021-05-09,0.055,51,63,5,8,0.5
2021-05-10,0.059,64,61,5,10.9,0.5
2021-05-11,0.055,51,62.5,10,6.6,0.5
2021-05-12,0.064,80,64.5,13,10.6,0.5
2021-05-13,0.065,84,65.5,9,8.1,0.5
2021-05-14,0.06,67,63,6,6.2,0.5
2021-05-15,0.051,47,63,3,5.1,0.5
2021-05-16,0.046,43,53.5,2,1.2,0.5
2021-05-17,0.043,40,56.5,2,1.6,0.5
2021-05-18,0.051,47,63,5,2.1,0.5
2021-05-19,0.06,67,63,9,9.1,0.5
2021-05-20,0.048,44,59.5,10,9.9,0.5
2021-05-21,0.051,47,56.5,3,9.1,0.5
2021-05-22,0.049,45,56.5,4,9.6,0.5
2021-05-23,0.053,49,59.5,3,5.5,0.5
2021-05-24,0.066,87,69,7,4,0.7
2021-05-25,0.069,97,70,9,10.4,0.7
2021-05-26,0.05,46,66,8,7.6,0.5
2021-05-27,0.061,71,63,9,6.4,0.5
2021-05-28,0.064,80,63.5,11,8.7,0.5
2021-05-29,0.048,44,61.5,8,5,0.5
2021-05-30,0.051,47,64.5,4,5.6,0.5
2021-05-31,0.055,51,66,7,9.2,0.5
2021-06-01,0.063,77,67.5,14,6,0.5
2021-06-02,0.064,80,72,9,7.9,0.5
2021-06-03,0.067,90,67.5,10,7,0.5
2021-06-04,0.06,67,70,12,5,0.5
2021-06-05,0.054,50,67.5,7,4.4,0.5
2021-06-06,0.048,44,64,5,4.2,0.4
2021-06-07,0.043,40,60,4,4.8,0.5
2021-06-08,0.056,54,64.5,5,4.6,0.5
2021-06-09,0.052,48,66.5,9,6.8,0.4
2021-06-10,0.056,54,62,12,4.4,0.6
2021-06-11,0.069,97,67.5,7,4.7,0.7
2021-06-12,0.078,126,71.5,7,9.4,0.8
2021-06-13,0.068,93,73,7,7.5,0.6
2021-06-14,0.065,84,76.5,8,4.7,0.8
2021-06-15,0.068,93,82.5,13,7,0.7
2021-06-16,0.067,90,79,13,8.9,0.7
2021-06-17,0.069,97,80,17,9.9,0.6
2021-06-18,0.063,77,74,20,9.2,0.6
2021-06-19,0.067,90,75.5,15,10.3,0.6
2021-06-20,0.06,67,74,13,9.2,0.5
2021-06-21,0.061,71,72.5,13,7.7,0.5
2021-06-22,0.047,44,72.5,9,7,0.5
2021-06-23,0.048,44,71,11,5.8,0.4
2021-06-24,0.048,44,71.5,12,3.5,0.5
2021-06-25,0.051,47,69,10,5,0.5
2021-06-26,0.058,61,72.5,7,6.8,0.6
2021-06-27,0.068,93,75,7,9,0.5
2021-06-28,0.063,77,76.5,10,10.2,0.5
2021-06-29,0.051,47,71.5,14,7.5,0.5
2021-06-30,0.061,71,74,15,5.7,0.5
2021-07-01,0.06,67,76,11,6.5,0.5
2021-07-02,0.066,87,74,9,8.8,0.6
2021-07-03,0.064,80,77.5,10,7.6,0.6
2021-07-04,0.057,58,74,13,9.8,0.5
2021-07-05,0.056,54,74.5,12,5.6,0.6
2021-07-06,0.062,74,73,16,5.8,0.5
2021-07-07,0.068,93,73,13,8.1,0.5
2021-07-08,0.075,115,77.5,14,11.2,0.5
2021-07-09,0.066,87,79,17,9.2,0.6
2021-07-10,0.062,74,80,8,8.1,0.7
2021-07-11,0.054,50,76,10,8.7,0.5
2021-07-12,0.059,64,74,10,6.7,0.5
2021-07-13,0.064,80,76.5,15,7.6,0.5
2021-07-14,0.062,74,79,13,7.4,0.5
2021-07-15,0.061,71,76.5,14,6,0.5
2021-07-16,0.06,67,75.5,10,6.5,0.5
2021-07-17,0.059,64,75.5,12,7.6,0.6
2021-07-18,0.061,71,79.5,9,7.9,0.6
2021-07-19,0.066,87,80,7,6.7,0.5
2021-07-20,0.057,58,78.5,15,5.6,0.5
2021-07-21,0.059,64,81,15,9.1,0.5
2021-07-22,0.054,50,78,14,15.6,0.5
2021-07-23,0.06,67,75.5,16,14.7,0.6
2021-07-24,0.053,49,73,10,11.6,0.5
2021-07-25,0.049,45,72.5,7,11.5,0.2
2021-07-26,0.042,39,71,14,9.1,0.5
2021-07-27,0.056,54,77,11,5.5,0.5
2021-07-28,0.056,54,78.5,11,6.9,0.7
2021-07-29,0.057,58,79,8,6.6,0.6
2021-07-30,0.062,74,79,17,8.7,0.6
2021-07-31,0.065,84,80,6,8.6,0.7
2021-08-01,0.05,46,81,5,4,0.7
2021-08-02,0.056,54,83,7,8.6,0.7
2021-08-03,0.075,115,81.5,11,5.5,0.7
2021-08-04,0.072,105,81,16,10.4,0.6
2021-08-05,0.074,112,80.5,17,12.5,0.6
2021-08-06,0.063,77,76,12,12.8,0.6
2021-08-07,0.062,74,72,9,10.4,0.6
2021-08-08,0.06,67,75,7,9.3,0.6
2021-08-09,0.063,77,77,10,8.4,0.6
2021-08-10,0.071,101,79.5,10,7.8,0.6
2021-08-11,0.063,77,82.5,11,9.8,0.6
2021-08-12,0.068,93,81,7,8,0.6
2021-08-13,0.051,47,77.5,9,5.6,0.7
2021-08-14,0.048,44,77,10,9.5,0.7
2021-08-15,0.06,67,78,9,11.3,0.6
2021-08-16,0.067,90,79,10,13.5,0.7
2021-08-17,0.053,49,74.5,13,9,0.6
2021-08-18,0.039,36,71,5,9.1,0.6
2021-08-19,0.049,45,72.5,4,7.1,0.5
2021-08-20,0.049,45,71,6,6.8,0.6
2021-08-21,0.052,48,69.5,3,9.9,0.6
2021-08-22,0.055,51,69,2,14.6,0.5
2021-08-23,0.063,77,71.5,5,13.1,0.6
2021-08-24,0.078,126,76,18,23.1,0.6
2021-08-25,0.077,122,80,9,23,0.7
2021-08-26,0.077,122,76,5,14.8,0.8
2021-08-27,0.072,105,83.5,12,8.7,0.8
2021-08-28,0.072,105,82,6,10.1,0.7
2021-08-29,0.058,61,81,22,13.8,0.7
2021-08-30,0.064,80,74.5,19,15.4,0.7
2021-08-31,0.058,61,69.5,5,12.1,0.7
2021-09-01,0.057,58,70,4,10.5,0.6
2021-09-02,0.057,58,72.5,8,10.6,0.6
2021-09-03,0.066,87,72,17,10.7,0.7
2021-09-04,0.06,67,77.5,8,14.1,0.9
2021-09-05,0.08,133,81,12,11.3,0.8
2021-09-06,0.068,93,75.5,9,15.2,0.7
2021-09-07,0.066,87,76,16,14.7,0.7
2021-09-08,0.078,126,77,13,13.8,0.7
2021-09-09,0.074,112,81.5,12,12.5,0.7
2021-09-10,0.064,80,82,16,10.6,0.7
2021-09-11,0.056,54,83,7,6.3,0.7
2021-09-12,0.05,46,82.5,4,4.9,0.7
2021-09-13,0.065,84,81.5,12,10.4,0.7
2021-09-14,0.069,97,73.5,20,8.4,0.6
2021-09-15,0.069,97,69.5,14,7.6,0.5
2021-09-16,0.066,87,68.5,8,9.3,0.6
2021-09-17,0.065,84,69,14,9,0.6
2021-09-18,0.054,50,69.5,11,8.5,0.6
2021-09-19,0.057,58,65,7,8,0.6
2021-09-20,0.066,87,70,16,8.6,0.7
2021-09-21,0.064,80,80,10,6.7,0.8
2021-09-22,0.053,49,82.5,8,5.6,1.1
2021-09-23,0.051,47,79,16,7.7,0.6
2021-09-24,0.041,38,71.5,11,10.6,0.6
2021-09-25,0.052,48,69.5,13,11.1,0.6
2021-09-26,0.036,33,64,3,4.2,0.6
2021-09-27,0.035,32,62.5,5,1.7,0.5
2021-09-28,0.05,46,64,8,5.6,0.6
2021-09-29,0.053,49,64,9,6.9,0.5
2021-09-30,0.062,74,68.5,8,5.5,1
2021-10-01,0.063,77,74,8,9.4,1.1
2021-10-02,0.063,77,76.5,10,6.5,1.2
2021-10-03,0.067,90,77.5,5,7.1,1.2
2021-10-04,0.067,90,75.5,11,11.1,1
2021-10-05,0.049,45,65.5,8,7,0.6
2021-10-06,0.044,41,64.5,7,9.9,0.6
2021-10-07,0.043,40,63.5,6,4.8,0.4
2021-10-08,0.036,33,60,5,6.4,0.6
2021-10-09,0.048,44,60.5,5,6.4,0.7
2021-10-10,0.058,61,63,5,8.9,1.2
2021-10-11,0.048,44,57.5,9,10.5,1.8
2021-10-12,0.049,45,55,6,8.3,0.7
2021-10-13,0.055,51,58,7,12,1
2021-10-14,0.068,93,61,13,5.2,1.2
2021-10-15,0.051,47,69.5,4,3.7,1
2021-10-16,0.058,61,68,4,6.2,1
2021-10-17,0.064,80,64.5,5,7.9,1
2021-10-18,0.042,39,54,4,10.4,0.6
2021-10-19,0.048,44,54,6,5.1,0.6
2021-10-20,0.059,64,57,8,5,0.6
2021-10-21,0.068,93,62.5,8,4.4,0.7
2021-10-22,0.06,67,60,12,5.8,0.6
2021-10-23,0.043,40,56.5,8,8.4,0.6
2021-10-24,0.052,48,59.5,6,6.7,0.6
2021-10-25,0.0485,45,58.25,7,5.4,0.6
2021-10-26,0.045,42,57,8,4.1,0.6
2021-10-27,0.053,49,63,7,0.8,1
2021-10-28,0.052,48,69,10,8.1,1
2021-10-29,0.063,77,70.5,11,3.2,0.9
2021-10-30,0.06,67,65.5,15,11.1,0.9
2021-10-31,0.047,44,60,12,7.7,0.6
2021-11-01,0.039,36,61,7,5.2,0.6
2021-11-02,0.042,39,58.5,11,8.1,0.6
2021-11-03,0.048,44,64,17,8.6,0.7
2021-11-04,0.056,54,66,14,3.6,0.8
2021-11-05,0.064,80,68.5,20,7.7,1
2021-11-06,0.057,58,63,18,18.4,0.7
2021-11-07,0.054,50,57.5,9,7.3,0.7
2021-11-08,0.055,51,56,13,9.5,0.7
2021-11-09,0.053,49,57,13,9,0.6
2021-11-10,0.047,44,59,12,4.5,0.8
2021-11-11,0.045,42,70.5,5,2.2,1
2021-11-12,0.047,44,71.5,9,6,1.1
2021-11-13,0.051,47,71,7,1.8,1
2021-11-14,0.05,46,70.5,10,2.5,1
2021-11-15,0.063,77,69.5,12,8.2,1.1
2021-11-16,0.053,49,60.5,35,6.2,1.1
2021-11-17,0.046,43,56,16,4.1,0.6
2021-11-18,0.049,45,57.5,18,20.5,0.7
2021-11-19,0.039,36,56.5,24,7,0.7
2021-11-20,0.049,45,54.5,15,3.9,0.9
2021-11-21,0.05,46,67.5,2,10.1,0.9
2021-11-22,0.047,44,67,17,3.4,0.9
2021-11-23,0.042,39,57.5,15,7.6,0.8
2021-11-24,0.049,45,55.5,9,10,0.7
2021-11-25,0.05,46,56.5,1,5.4,0.6
2021-11-26,0.05,46,61,9,2.5,0.7
2021-11-27,0.053,49,61,11,7.6,1
2021-11-28,0.054,50,62.5,9,2.9,1.1
2021-11-29,0.0525,48.5,63,11,9.95,1.2
2021-11-30,0.051,47,63.5,13,17,1.3
2021-12-01,0.052,48,66.5,21,2.7,1.1
2021-12-02,0.05,46,60,35,12.7,1.2
2021-12-03,0.0495,45.5,56.75,27,10.45,0.95
2021-12-04,0.049,45,53.5,19,8.2,0.7
2021-12-05,0.049,45,53.5,12,3.9,0.9
2021-12-06,0.053,49,60.5,14,24.9,0.9
2021-12-07,0.035,32,49.5,14,8.7,0.7
2021-12-08,0.043,40,54,8,8.9,0.7
2021-12-09,0.042,39,49,5,5,0.6
2021-12-10,0.041,38,47.5,10,4.7,0.8
2021-12-11,0.045,42,49,9,5,0.9
2021-12-12,0.047,44,49,10,13.6,0.9
2021-12-13,0.043,40,46,11,3.6,0.7
2021-12-14,0.044,41,46.5,4,4.2,0.3
2021-12-15,0.0415,38.5,45,6.5,4.95,0.5
2021-12-16,0.039,36,43.5,9,5.7,0.7
2021-12-17,0.0425,39.5,46.25,10.5,6.55,0.8
2021-12-18,0.046,43,49,12,7.4,0.9
2021-12-19,0.048,44,49.5,13,6.2,0.9
2021-12-20,0.046,43,50,22,9.7,1
2021-12-21,0.044,41,57,27,24.2,1.1
2021-12-22,0.041,38,56.5,25,2.7,1.1
2021-12-23,0.04,37,56.5,23,2.3,0.8
2021-12-24,0.044,41,50.5,2,9.2,0.5
2021-12-25,0.044,41,48.5,2,2,0.5
2021-12-26,0.044,41,44.5,6,1.3,0.6
2021-12-27,0.044,41,41,6,4.5,0.6
2021-12-28,0.043,40,44,3,-0.1,0.5
2021-12-29,0.041,38,46,8,1.5,0.3
2021-12-30,0.041,38,53.5,6,4.7,0.7
